Entity,Code,Year, (constant 2011 international $)
Chile,CHL,2009,1198.68385
Chile,CHL,2010,1272.46247
Chile,CHL,2011,1422.055915
Chile,CHL,2012,1538.742736
Chile,CHL,2013,1663.513425
Chile,CHL,2014,1749.363241
China,CHN,1995,64.34054232
China,CHN,1996,76.68115317
China,CHN,1997,89.91366446
China,CHN,1998,104.8869359
China,CHN,1999,117.9773834
China,CHN,2000,133.2455024
China,CHN,2001,145.509708
China,CHN,2002,168.2672698
China,CHN,2003,189.1949047
China,CHN,2004,208.4730566
China,CHN,2005,235.0710513
China,CHN,2006,263.648024
China,CHN,2007,293.5661277
China,CHN,2008,346.8435348
China,CHN,2009,419.9479923
China,CHN,2010,450.3382367
China,CHN,2011,515.1403015
China,CHN,2012,588.3594347
China,CHN,2013,654.3693398
China,CHN,2014,730.5178031
Colombia,COL,1995,415.9304114
Colombia,COL,1996,513.7021641
Colombia,COL,1997,583.9045757
Colombia,COL,1998,569.7410242
Colombia,COL,1999,542.5836716
Colombia,COL,2000,388.9683536
Colombia,COL,2001,402.3412016
Colombia,COL,2002,392.7090906
Colombia,COL,2003,428.8818565
Colombia,COL,2004,415.285642
Colombia,COL,2005,479.7108455
Colombia,COL,2006,547.4459607
Colombia,COL,2007,607.2582294
Colombia,COL,2008,670.7477626
Colombia,COL,2009,719.4873594
Colombia,COL,2010,721.7037579
Colombia,COL,2011,762.8852933
Colombia,COL,2012,835.6853911
Colombia,COL,2013,869.8566406
Colombia,COL,2014,961.8879703
Comoros,COM,1995,47.94133691
Comoros,COM,1996,45.52331497
Comoros,COM,1997,47.00948373
Comoros,COM,1998,42.18844901
Comoros,COM,1999,40.68341733
Comoros,COM,2000,37.81337481
Comoros,COM,2001,33.93095702
Comoros,COM,2002,40.75929576
Comoros,COM,2003,44.6369474
Comoros,COM,2004,49.49849521
Comoros,COM,2005,55.91710481
Comoros,COM,2006,61.15331749
Comoros,COM,2007,66.6154136
Comoros,COM,2008,69.2544968
Comoros,COM,2009,51.63718949
Comoros,COM,2010,79.5724738
Comoros,COM,2011,85.1168533
Comoros,COM,2012,101.522384
Comoros,COM,2013,95.32731087
Comoros,COM,2014,100.8161178
Congo,COG,1995,108.7000796
Congo,COG,1996,101.6910896
Congo,COG,1997,108.2404603
Congo,COG,1998,133.2559691
Congo,COG,1999,105.2467554
Congo,COG,2000,78.28895335
Congo,COG,2001,93.06025105
Congo,COG,2002,97.25513939
Congo,COG,2003,104.0461554
Congo,COG,2004,105.7131511
Congo,COG,2005,108.5523994
Congo,COG,2006,113.1795589
Congo,COG,2007,118.6492339
Congo,COG,2008,101.7348698
Congo,COG,2009,116.1214785
Congo,COG,2010,125.6965052
Congo,COG,2011,157.153505
Congo,COG,2012,230.6448177
Congo,COG,2013,302.5980943
Congo,COG,2014,322.6333656
Costa Rica,CRI,1995,399.57095
Costa Rica,CRI,1996,409.1994905
Costa Rica,CRI,1997,409.7855348
Costa Rica,CRI,1998,492.9510252
Costa Rica,CRI,1999,507.8033977
Costa Rica,CRI,2000,540.6292004
Costa Rica,CRI,2001,558.3838514
Costa Rica,CRI,2002,649.3389256
Costa Rica,CRI,2003,713.8747729
Costa Rica,CRI,2004,696.4029689
Costa Rica,CRI,2005,745.432961
Costa Rica,CRI,2006,834.1913395
Costa Rica,CRI,2007,1012.252656
Costa Rica,CRI,2008,1081.67483
Costa Rica,CRI,2009,1145.26399
Costa Rica,CRI,2010,1197.812351
Costa Rica,CRI,2011,1271.841013
Costa Rica,CRI,2012,1322.401185
Costa Rica,CRI,2013,1359.437115
Costa Rica,CRI,2014,1389.336918
Cote d'Ivoire,CIV,1995,135.866726
Cote d'Ivoire,CIV,1996,152.9790901
Cote d'Ivoire,CIV,1997,164.3061205
Cote d'Ivoire,CIV,1998,175.0557122
Cote d'Ivoire,CIV,1999,157.2989715
Cote d'Ivoire,CIV,2000,141.6401338
Cote d'Ivoire,CIV,2001,114.7228468
Cote d'Ivoire,CIV,2002,103.6012562
Cote d'Ivoire,CIV,2003,106.6550488
Cote d'Ivoire,CIV,2004,122.7138887
Cote d'Ivoire,CIV,2005,130.1725256
Cote d'Ivoire,CIV,2006,145.532528
Cote d'Ivoire,CIV,2007,161.0669186
Cote d'Ivoire,CIV,2008,161.2617817
Cote d'Ivoire,CIV,2009,169.66543
Cote d'Ivoire,CIV,2010,168.9186241
Cote d'Ivoire,CIV,2011,163.5248071
Cote d'Ivoire,CIV,2012,172.158423
Cote d'Ivoire,CIV,2013,176.1266655
Cote d'Ivoire,CIV,2014,187.0199205
Croatia,HRV,1995,548.8042412
Croatia,HRV,1996,628.1199398
Croatia,HRV,1997,567.9381013
Croatia,HRV,1998,667.5280811
Croatia,HRV,1999,736.091812
Croatia,HRV,2000,834.1320249
Croatia,HRV,2001,872.9374029
Croatia,HRV,2002,813.3707683
Croatia,HRV,2003,893.0493698
Croatia,HRV,2004,990.1325091
Croatia,HRV,2005,1103.834645
Croatia,HRV,2006,1218.530584
Croatia,HRV,2007,1448.710812
Croatia,HRV,2008,1621.858726
Croatia,HRV,2009,1630.495456
Croatia,HRV,2010,1606.629985
Croatia,HRV,2011,1601.237147
Croatia,HRV,2012,1643.41053
Croatia,HRV,2013,1666.057272
Croatia,HRV,2014,1652.122294
Cuba,CUB,1995,343.8830393
Cuba,CUB,1996,383.9324901
Cuba,CUB,1997,418.1064094
Cuba,CUB,1998,442.1037045
Cuba,CUB,1999,494.0435333
Cuba,CUB,2000,541.3649802
Cuba,CUB,2001,589.4003001
Cuba,CUB,2002,627.0012427
Cuba,CUB,2003,643.5950758
Cuba,CUB,2004,679.1564485
Cuba,CUB,2005,1192.886474
Cuba,CUB,2006,1125.643291
Cuba,CUB,2007,1683.955664
Cuba,CUB,2008,1851.88738
Cuba,CUB,2009,2065.145619
Cuba,CUB,2010,1852.153682
Cuba,CUB,2011,2005.440677
Cuba,CUB,2012,1704.373292
Cuba,CUB,2013,1993.464764
Cuba,CUB,2014,2474.616779
Cyprus,CYP,1995,731.3544344
Cyprus,CYP,1996,822.7193466
Cyprus,CYP,1997,897.0486531
Cyprus,CYP,1998,955.466362
Cyprus,CYP,1999,1007.417946
Cyprus,CYP,2000,1113.978594
Cyprus,CYP,2001,1209.707873
Cyprus,CYP,2002,1308.367331
Cyprus,CYP,2003,1495.083849
Cyprus,CYP,2004,1510.878989
Cyprus,CYP,2005,1599.973735
Cyprus,CYP,2006,1716.594469
Cyprus,CYP,2007,1780.144734
Cyprus,CYP,2008,2224.189447
Cyprus,CYP,2009,2343.921852
Cyprus,CYP,2010,2270.020647
Cyprus,CYP,2011,2313.104187
Cyprus,CYP,2012,2215.658224
Cyprus,CYP,2013,2112.021251
Cyprus,CYP,2014,2062.374058
Czech Republic,CZE,1995,897.5425316
Czech Republic,CZE,1996,915.3970105
Czech Republic,CZE,1997,920.1812777
Czech Republic,CZE,1998,924.4545346
Czech Republic,CZE,1999,937.918329
Czech Republic,CZE,2000,981.5032926
Czech Republic,CZE,2001,1081.164519
Czech Republic,CZE,2002,1194.828234
Czech Republic,CZE,2003,1342.184033
Czech Republic,CZE,2004,1388.451769
Czech Republic,CZE,2005,1479.931727
Czech Republic,CZE,2006,1564.745305
Czech Republic,CZE,2007,1670.771415
Czech Republic,CZE,2008,1778.976527
Czech Republic,CZE,2009,2035.301971
Czech Republic,CZE,2010,1929.918642
Czech Republic,CZE,2011,2041.375456
Czech Republic,CZE,2012,2057.588861
Czech Republic,CZE,2013,2064.433176
Czech Republic,CZE,2014,2146.320883
Democratic Republic of Congo,COD,1995,17.09151559
Democratic Republic of Congo,COD,1996,15.61689114
Democratic Republic of Congo,COD,1997,17.42708952
Democratic Republic of Congo,COD,1998,19.93234657
Democratic Republic of Congo,COD,1999,16.86426537
Democratic Republic of Congo,COD,2000,5.94371358
Democratic Republic of Congo,COD,2001,10.66369969
Democratic Republic of Congo,COD,2002,10.49050159
Democratic Republic of Congo,COD,2003,13.55512195
Democratic Republic of Congo,COD,2004,15.00963437
Democratic Republic of Congo,COD,2005,14.99155545
Democratic Republic of Congo,COD,2006,16.96617062
Democratic Republic of Congo,COD,2007,19.10881626
Democratic Republic of Congo,COD,2008,24.73571779
Democratic Republic of Congo,COD,2009,31.25019
Democratic Republic of Congo,COD,2010,23.62151268
Democratic Republic of Congo,COD,2011,21.81532551
Democratic Republic of Congo,COD,2012,24.55287183
Democratic Republic of Congo,COD,2013,27.04017289
Democratic Republic of Congo,COD,2014,32.28043161
Denmark,DNK,1995,1875.161385
Denmark,DNK,1996,1980.201785
Denmark,DNK,1997,2061.409702
Denmark,DNK,1998,2134.482998
Denmark,DNK,1999,2414.467842
Denmark,DNK,2000,2512.648061
Denmark,DNK,2001,2684.722812
Denmark,DNK,2002,2874.731621
Denmark,DNK,2003,2902.638805
Denmark,DNK,2004,3128.637928
Denmark,DNK,2005,3248.019573
Denmark,DNK,2006,3585.612821
Denmark,DNK,2007,3774.791702
Denmark,DNK,2008,4069.653159
Denmark,DNK,2009,4424.460794
Denmark,DNK,2010,4544.764534
Denmark,DNK,2011,4608.188143
Denmark,DNK,2012,4688.673649
Denmark,DNK,2013,4858.199554
Denmark,DNK,2014,4782.059514
Djibouti,DJI,1995,68.58518823
Djibouti,DJI,1996,64.88623977
Djibouti,DJI,1997,72.3865676
Djibouti,DJI,1998,84.51072151
Djibouti,DJI,1999,101.4693179
Djibouti,DJI,2000,95.63839264
Djibouti,DJI,2001,91.78066618
Djibouti,DJI,2002,95.47276846
Djibouti,DJI,2003,113.0784224
Djibouti,DJI,2004,128.1699746
Djibouti,DJI,2005,143.5463951
Djibouti,DJI,2006,149.4744299
Djibouti,DJI,2007,174.3558449
Djibouti,DJI,2008,190.3829315
Djibouti,DJI,2009,184.0168278
Djibouti,DJI,2010,231.7879
Djibouti,DJI,2011,242.4307269
Djibouti,DJI,2012,257.6303507
Djibouti,DJI,2013,276.730008
Djibouti,DJI,2014,337.9588614
Dominica,DMA,1995,304.9235635
Dominica,DMA,1996,320.6710766
Dominica,DMA,1997,339.7288874
Dominica,DMA,1998,347.7109868
Dominica,DMA,1999,359.7524913
Dominica,DMA,2000,299.9281361
Dominica,DMA,2001,304.2208662
Dominica,DMA,2002,309.1450833
Dominica,DMA,2003,329.5207675
Dominica,DMA,2004,327.7619977
Dominica,DMA,2005,358.2295081
Dominica,DMA,2006,382.2112387
Dominica,DMA,2007,427.1734341
Dominica,DMA,2008,455.036108
Dominica,DMA,2009,523.8124925
Dominica,DMA,2010,581.4208293
Dominica,DMA,2011,582.0352603
Dominica,DMA,2012,553.2149498
Dominica,DMA,2013,577.1243375
Dominica,DMA,2014,586.9019134
Dominican Republic,DOM,1995,237.6096437
Dominican Republic,DOM,1996,245.2162524
Dominican Republic,DOM,1997,278.4125132
Dominican Republic,DOM,1998,305.9494731
Dominican Republic,DOM,1999,339.6800466
Dominican Republic,DOM,2000,376.5322416
Dominican Republic,DOM,2001,365.8700916
Dominican Republic,DOM,2002,400.4300862
Dominican Republic,DOM,2003,383.5792576
Dominican Republic,DOM,2004,304.2794986
Dominican Republic,DOM,2005,336.6443848
Dominican Republic,DOM,2006,385.8910419
Dominican Republic,DOM,2007,423.6411507
Dominican Republic,DOM,2008,424.5278642
Dominican Republic,DOM,2009,447.728719
Dominican Republic,DOM,2010,446.1069677
Dominican Republic,DOM,2011,479.9298972
Dominican Republic,DOM,2012,500.3807319
Dominican Republic,DOM,2013,507.6758657
Dominican Republic,DOM,2014,580.3284081
Early-demographic dividend,,1995,132.8667621
Early-demographic dividend,,1996,137.9622514
Early-demographic dividend,,1997,149.0870024
Early-demographic dividend,,1998,157.7029613
Early-demographic dividend,,1999,167.1990436
Early-demographic dividend,,2000,175.9641239
Early-demographic dividend,,2001,189.7171544
Early-demographic dividend,,2002,193.1233092
Early-demographic dividend,,2003,204.3873261
Early-demographic dividend,,2004,217.6528541
Early-demographic dividend,,2005,239.9315161
Early-demographic dividend,,2006,259.8469314
Early-demographic dividend,,2007,282.2744884
Early-demographic dividend,,2008,296.0898751
Early-demographic dividend,,2009,327.9152998
Early-demographic dividend,,2010,337.734828
Early-demographic dividend,,2011,351.5243539
Early-demographic dividend,,2012,370.4458355
Early-demographic dividend,,2013,390.7374262
Early-demographic dividend,,2014,416.1015409
East Asia & Pacific,,1995,202.2660392
East Asia & Pacific,,1996,217.3832761
East Asia & Pacific,,1997,234.99099
East Asia & Pacific,,1998,245.6407759
East Asia & Pacific,,1999,264.8378694
East Asia & Pacific,,2000,287.3807288
East Asia & Pacific,,2001,307.2249413
East Asia & Pacific,,2002,331.8794257
East Asia & Pacific,,2003,359.9421099
East Asia & Pacific,,2004,385.2058349
East Asia & Pacific,,2005,421.5273473
East Asia & Pacific,,2006,458.5636955
East Asia & Pacific,,2007,498.0590582
East Asia & Pacific,,2008,546.7589063
East Asia & Pacific,,2009,611.9361994
East Asia & Pacific,,2010,650.5535048
East Asia & Pacific,,2011,711.5923932
East Asia & Pacific,,2012,779.8261842
East Asia & Pacific,,2013,835.3200466
East Asia & Pacific,,2014,892.7765473
East Asia & Pacific (IDA & IBRD),,1995,76.28995208
East Asia & Pacific (IDA & IBRD),,1996,88.45575043
East Asia & Pacific (IDA & IBRD),,1997,98.8540823
East Asia & Pacific (IDA & IBRD),,1998,106.596485
East Asia & Pacific (IDA & IBRD),,1999,117.320281
East Asia & Pacific (IDA & IBRD),,2000,128.7865909
East Asia & Pacific (IDA & IBRD),,2001,140.7566058
East Asia & Pacific (IDA & IBRD),,2002,159.3240523
East Asia & Pacific (IDA & IBRD),,2003,180.0264553
East Asia & Pacific (IDA & IBRD),,2004,195.6827478
East Asia & Pacific (IDA & IBRD),,2005,221.6950491
East Asia & Pacific (IDA & IBRD),,2006,247.6419794
East Asia & Pacific (IDA & IBRD),,2007,275.825525
East Asia & Pacific (IDA & IBRD),,2008,314.845666
East Asia & Pacific (IDA & IBRD),,2009,370.8833042
East Asia & Pacific (IDA & IBRD),,2010,395.2603356
East Asia & Pacific (IDA & IBRD),,2011,444.2668989
East Asia & Pacific (IDA & IBRD),,2012,505.736876
East Asia & Pacific (IDA & IBRD),,2013,556.4519095
East Asia & Pacific (IDA & IBRD),,2014,613.9445158
East Asia & Pacific (excluding high income),,1995,76.27740851
East Asia & Pacific (excluding high income),,1996,88.44122885
East Asia & Pacific (excluding high income),,1997,98.83963398
East Asia & Pacific (excluding high income),,1998,106.5844062
East Asia & Pacific (excluding high income),,1999,117.3072993
East Asia & Pacific (excluding high income),,2000,128.7768862
East Asia & Pacific (excluding high income),,2001,140.7475968
East Asia & Pacific (excluding high income),,2002,159.3148635
East Asia & Pacific (excluding high income),,2003,180.0172383
East Asia & Pacific (excluding high income),,2004,195.6720446
East Asia & Pacific (excluding high income),,2005,221.6852701
East Asia & Pacific (excluding high income),,2006,247.6315591
East Asia & Pacific (excluding high income),,2007,275.8145799
East Asia & Pacific (excluding high income),,2008,314.8356794
East Asia & Pacific (excluding high income),,2009,370.8748636
East Asia & Pacific (excluding high income),,2010,395.2502633
East Asia & Pacific (excluding high income),,2011,444.2578097
East Asia & Pacific (excluding high income),,2012,505.7275929
East Asia & Pacific (excluding high income),,2013,556.4434802
East Asia & Pacific (excluding high income),,2014,613.9359071
Ecuador,ECU,1995,191.4510606
Ecuador,ECU,1996,213.7624048
Ecuador,ECU,1997,220.8143589
Ecuador,ECU,1998,217.541699
Ecuador,ECU,1999,219.7290183
Ecuador,ECU,2000,197.8412062
Ecuador,ECU,2001,236.1425086
Ecuador,ECU,2002,293.5757755
Ecuador,ECU,2003,423.7271987
Ecuador,ECU,2004,445.778073
Ecuador,ECU,2005,450.1200464
Ecuador,ECU,2006,475.0488732
Ecuador,ECU,2007,496.6919434
Ecuador,ECU,2008,504.925717
Ecuador,ECU,2009,495.572813
Ecuador,ECU,2010,540.8232061
Ecuador,ECU,2011,587.1958886
Ecuador,ECU,2012,678.1083502
Ecuador,ECU,2013,797.4047495
Ecuador,ECU,2014,1039.756586
Egypt,EGY,1995,181.0078795
Egypt,EGY,1996,209.3287513
Egypt,EGY,1997,248.1033431
Egypt,EGY,1998,270.6564252
Egypt,EGY,1999,301.8099862
Egypt,EGY,2000,324.7473669
Egypt,EGY,2001,359.8361109
Egypt,EGY,2002,389.6822614
Egypt,EGY,2003,368.7175669
Egypt,EGY,2004,363.0302101
Egypt,EGY,2005,374.4521321
Egypt,EGY,2006,413.6867125
Egypt,EGY,2007,422.3359537
Egypt,EGY,2008,441.453618
Egypt,EGY,2009,475.1031589
Egypt,EGY,2010,474.8104811
Egypt,EGY,2011,507.5471432
Egypt,EGY,2012,542.4597849
Egypt,EGY,2013,567.1699241
Egypt,EGY,2014,594.1102516
El Salvador,SLV,1995,267.311105
El Salvador,SLV,1996,325.7085965
El Salvador,SLV,1997,370.8309915
El Salvador,SLV,1998,396.1703095
El Salvador,SLV,1999,400.4255572
El Salvador,SLV,2000,416.0793895
El Salvador,SLV,2001,422.4106318
El Salvador,SLV,2002,430.2228373
El Salvador,SLV,2003,430.2861967
El Salvador,SLV,2004,430.2565082
El Salvador,SLV,2005,451.4807527
El Salvador,SLV,2006,447.4747323
El Salvador,SLV,2007,449.7800016
El Salvador,SLV,2008,455.6060418
El Salvador,SLV,2009,487.5291735
El Salvador,SLV,2010,504.7356954
El Salvador,SLV,2011,517.175391
El Salvador,SLV,2012,526.7184613
El Salvador,SLV,2013,561.4814509
El Salvador,SLV,2014,564.885461
Equatorial Guinea,GNQ,1995,69.70950705
Equatorial Guinea,GNQ,1996,94.30473118
Equatorial Guinea,GNQ,1997,166.1929717
Equatorial Guinea,GNQ,1998,270.0763494
Equatorial Guinea,GNQ,1999,214.8179974
Equatorial Guinea,GNQ,2000,248.8176546
Equatorial Guinea,GNQ,2001,262.3302412
Equatorial Guinea,GNQ,2002,353.9838916
Equatorial Guinea,GNQ,2003,432.7086657
Equatorial Guinea,GNQ,2004,638.6116958
Equatorial Guinea,GNQ,2005,506.9304664
Equatorial Guinea,GNQ,2006,629.3614126
Equatorial Guinea,GNQ,2007,748.5330865
Equatorial Guinea,GNQ,2008,854.6833125
Equatorial Guinea,GNQ,2009,1768.675546
Equatorial Guinea,GNQ,2010,1237.30323
Equatorial Guinea,GNQ,2011,1103.403237
Equatorial Guinea,GNQ,2012,1367.393441
Equatorial Guinea,GNQ,2013,1196.143105
Equatorial Guinea,GNQ,2014,1163.416147
Eritrea,ERI,1995,51.09138134
Eritrea,ERI,1996,44.83989001
Eritrea,ERI,1997,56.19006703
Eritrea,ERI,1998,60.31917186
Eritrea,ERI,1999,66.52910658
Eritrea,ERI,2000,56.64506248
Eritrea,ERI,2001,54.2664003
Eritrea,ERI,2002,55.77824595
Eritrea,ERI,2003,46.50221267
Eritrea,ERI,2004,42.02964394
Eritrea,ERI,2005,40.76206719
Eritrea,ERI,2006,45.03224304
Eritrea,ERI,2007,45.70368588
Eritrea,ERI,2008,46.12307138
Eritrea,ERI,2009,42.341886
Eritrea,ERI,2010,42.10113652
Eritrea,ERI,2011,43.19398287
Eritrea,ERI,2012,44.79592593
Eritrea,ERI,2013,45.62915665
Eritrea,ERI,2014,51.0405941
Estonia,EST,1995,396.9321595
Estonia,EST,1996,453.3089541
Estonia,EST,1997,492.2021375
Estonia,EST,1998,467.4076785
Estonia,EST,1999,512.6087478
Estonia,EST,2000,511.0377009
Estonia,EST,2001,510.3022813
Estonia,EST,2002,570.7947863
Estonia,EST,2003,650.1393801
Estonia,EST,2004,749.6804858
Estonia,EST,2005,823.8641548
Estonia,EST,2006,957.1616937
Estonia,EST,2007,1113.433446
Estonia,EST,2008,1339.324238
Estonia,EST,2009,1383.633256
Estonia,EST,2010,1300.068401
Estonia,EST,2011,1356.057679
Estonia,EST,2012,1555.765993
Estonia,EST,2013,1660.093062
Estonia,EST,2014,1668.313467
Ethiopia,ETH,1995,12.40728922
Ethiopia,ETH,1996,13.58443697
Ethiopia,ETH,1997,15.16155002
Ethiopia,ETH,1998,16.76469257
Ethiopia,ETH,1999,18.41877691
Ethiopia,ETH,2000,21.41641274
Ethiopia,ETH,2001,22.50991904
Ethiopia,ETH,2002,25.01220334
Ethiopia,ETH,2003,23.77366821
Ethiopia,ETH,2004,24.6384633
Ethiopia,ETH,2005,27.44203037
Ethiopia,ETH,2006,32.42684174
Ethiopia,ETH,2007,37.92213038
Ethiopia,ETH,2008,38.0668298
Ethiopia,ETH,2009,41.86599854
Ethiopia,ETH,2010,72.30531157
Ethiopia,ETH,2011,76.29493633
Ethiopia,ETH,2012,72.46903911
Ethiopia,ETH,2013,71.30421924
Ethiopia,ETH,2014,72.96435215
Euro area,,1995,1749.065796
Euro area,,1996,1830.559975
Euro area,,1997,1888.788644
Euro area,,1998,1971.470231
Euro area,,1999,2061.479128
Euro area,,2000,2196.321277
Euro area,,2001,2342.418963
Euro area,,2002,2476.915218
Euro area,,2003,2582.92031
Euro area,,2004,2693.345864
Euro area,,2005,2870.648933
Euro area,,2006,3085.079196
Euro area,,2007,3231.122634
Euro area,,2008,3460.797226
Euro area,,2009,3624.740565
Euro area,,2010,3700.754028
Euro area,,2011,3811.296067
Euro area,,2012,3847.908501
Euro area,,2013,3885.810586
Euro area,,2014,4006.680006
Europe & Central Asia,,1995,950.3056048
Europe & Central Asia,,1996,998.0825471
Europe & Central Asia,,1997,1050.225811
Europe & Central Asia,,1998,1089.990101
Europe & Central Asia,,1999,1142.255828
Europe & Central Asia,,2000,1224.829064
Europe & Central Asia,,2001,1320.206646
Europe & Central Asia,,2002,1418.128499
Europe & Central Asia,,2003,1497.564257
Europe & Central Asia,,2004,1581.973706
Europe & Central Asia,,2005,1699.878437
Europe & Central Asia,,2006,1860.158037
Europe & Central Asia,,2007,1972.157801
Europe & Central Asia,,2008,2171.155749
Europe & Central Asia,,2009,2296.426551
Europe & Central Asia,,2010,2320.376957
Europe & Central Asia,,2011,2397.610945
Europe & Central Asia,,2012,2461.090601
Europe & Central Asia,,2013,2516.460118
Europe & Central Asia,,2014,2578.14825
Europe & Central Asia (IDA & IBRD),,1995,255.4337506
Europe & Central Asia (IDA & IBRD),,1996,268.3397933
Europe & Central Asia (IDA & IBRD),,1997,314.0805425
Europe & Central Asia (IDA & IBRD),,1998,311.7784897
Europe & Central Asia (IDA & IBRD),,1999,318.5104138
Europe & Central Asia (IDA & IBRD),,2000,345.7958933
Europe & Central Asia (IDA & IBRD),,2001,376.7433566
Europe & Central Asia (IDA & IBRD),,2002,423.3877461
Europe & Central Asia (IDA & IBRD),,2003,460.3630365
Europe & Central Asia (IDA & IBRD),,2004,500.8793414
Europe & Central Asia (IDA & IBRD),,2005,562.1951143
Europe & Central Asia (IDA & IBRD),,2006,664.1907861
Europe & Central Asia (IDA & IBRD),,2007,744.7449002
Europe & Central Asia (IDA & IBRD),,2008,916.7972445
Europe & Central Asia (IDA & IBRD),,2009,998.1307049
Europe & Central Asia (IDA & IBRD),,2010,1003.574939
Europe & Central Asia (IDA & IBRD),,2011,1043.174931
Europe & Central Asia (IDA & IBRD),,2012,1121.235388
Europe & Central Asia (IDA & IBRD),,2013,1186.014107
Europe & Central Asia (IDA & IBRD),,2014,1212.157643
Europe & Central Asia (excluding high income),,1995,240.6009058
Europe & Central Asia (excluding high income),,1996,248.2403947
Europe & Central Asia (excluding high income),,1997,296.6117816
Europe & Central Asia (excluding high income),,1998,288.1268445
Europe & Central Asia (excluding high income),,1999,294.1727661
Europe & Central Asia (excluding high income),,2000,322.7771598
Europe & Central Asia (excluding high income),,2001,351.0702796
Europe & Central Asia (excluding high income),,2002,393.4607188
Europe & Central Asia (excluding high income),,2003,432.4394036
Europe & Central Asia (excluding high income),,2004,471.2945371
Europe & Central Asia (excluding high income),,2005,533.829084
Europe & Central Asia (excluding high income),,2006,638.1596342
Europe & Central Asia (excluding high income),,2007,714.411048
Europe & Central Asia (excluding high income),,2008,885.7113683
Europe & Central Asia (excluding high income),,2009,963.2158057
Europe & Central Asia (excluding high income),,2010,962.481007
Europe & Central Asia (excluding high income),,2011,999.217304
Europe & Central Asia (excluding high income),,2012,1081.538462
Europe & Central Asia (excluding high income),,2013,1153.973162
Europe & Central Asia (excluding high income),,2014,1178.995871
European Union,,1995,1443.897839
European Union,,1996,1517.970827
European Union,,1997,1567.421798
European Union,,1998,1640.201663
European Union,,1999,1725.697596
European Union,,2000,1845.451442
European Union,,2001,1987.865401
European Union,,2002,2120.245607
European Union,,2003,2228.2569
European Union,,2004,2343.085217
European Union,,2005,2498.680065
European Union,,2006,2692.496237
European Union,,2007,2826.922462
European Union,,2008,3040.493237
European Union,,2009,3197.250519
European Union,,2010,3243.617484
European Union,,2011,3347.11812
European Union,,2012,3389.904368
European Union,,2013,3432.989331
European Union,,2014,3523.836972
Fiji,FJI,1995,137.8804669
Fiji,FJI,1996,152.8647742
Fiji,FJI,1997,162.3852944
Fiji,FJI,1998,148.5419239
Fiji,FJI,1999,160.7765755
Fiji,FJI,2000,197.7063372
Fiji,FJI,2001,174.3041531
Fiji,FJI,2002,193.4286972
Fiji,FJI,2003,191.643054
Fiji,FJI,2004,222.6751749
Fiji,FJI,2005,230.4741815
Fiji,FJI,2006,255.533431
Fiji,FJI,2007,251.371511
Fiji,FJI,2008,252.1306249
Fiji,FJI,2009,287.0317025
Fiji,FJI,2010,294.2137127
Fiji,FJI,2011,293.3371299
Fiji,FJI,2012,309.7298772
Fiji,FJI,2013,330.5986757
Fiji,FJI,2014,364.0509182
Finland,FIN,1995,1480.088829
Finland,FIN,1996,1550.466082
Finland,FIN,1997,1617.526762
Finland,FIN,1998,1659.805487
Finland,FIN,1999,1743.263981
Finland,FIN,2000,1855.927635
Finland,FIN,2001,1974.281423
Finland,FIN,2002,2152.331831
Finland,FIN,2003,2258.104538
Finland,FIN,2004,2456.826244
Finland,FIN,2005,2593.507067
Finland,FIN,2006,2784.692046
Finland,FIN,2007,2932.895557
Finland,FIN,2008,3189.349533
Finland,FIN,2009,3297.2977
Finland,FIN,2010,3316.640565
Finland,FIN,2011,3486.13667
Finland,FIN,2012,3608.12012
Finland,FIN,2013,3653.767119
Finland,FIN,2014,3701.141127
Fragile and conflict affected situations,,1995,79.86741507
Fragile and conflict affected situations,,1996,84.54965863
Fragile and conflict affected situations,,1997,86.77896834
Fragile and conflict affected situations,,1998,90.77375549
Fragile and conflict affected situations,,1999,86.66360316
Fragile and conflict affected situations,,2000,87.2747309
Fragile and conflict affected situations,,2001,91.53256257
Fragile and conflict affected situations,,2002,93.14577941
Fragile and conflict affected situations,,2003,94.94367197
Fragile and conflict affected situations,,2004,102.2573373
Fragile and conflict affected situations,,2005,99.6395616
Fragile and conflict affected situations,,2006,106.5802075
Fragile and conflict affected situations,,2007,113.7405773
Fragile and conflict affected situations,,2008,123.0261702
Fragile and conflict affected situations,,2009,162.2656688
Fragile and conflict affected situations,,2010,153.9012447
Fragile and conflict affected situations,,2011,148.7456568
Fragile and conflict affected situations,,2012,180.6476512
Fragile and conflict affected situations,,2013,195.1227135
Fragile and conflict affected situations,,2014,195.2487421
France,FRA,1995,2102.336877
France,FRA,1996,2162.51616
France,FRA,1997,2227.025727
France,FRA,1998,2311.403528
France,FRA,1999,2403.727463
France,FRA,2000,2554.754618
France,FRA,2001,2727.908381
France,FRA,2002,2931.234636
France,FRA,2003,2947.419526
France,FRA,2004,3079.135233
France,FRA,2005,3240.669429
France,FRA,2006,3420.674111
France,FRA,2007,3577.356347
France,FRA,2008,3735.801773
France,FRA,2009,3948.40229
France,FRA,2010,4039.006245
France,FRA,2011,4254.533108
France,FRA,2012,4285.438593
France,FRA,2013,4369.933059
France,FRA,2014,4508.134566
Gabon,GAB,1995,498.4984955
Gabon,GAB,1996,499.8866711
Gabon,GAB,1997,463.7741741
Gabon,GAB,1998,667.671344
